source_table,id,student_id,academic_year,semester,weighted_average,total_credits,failed_courses,status_at_time,failed_courses_json,academic_year_label,year_level,result_type,created_at,title,course_code,assessment_type,max_score,weight_pct,date_assigned,scheduled_date,hall,status,template_key,instructor_id,session_id,timestamp,name,description,department_id,doctor_id,drive_link,weekly_schedule,credits,passing_score,parent_course_id,tier_level,is_elective,has_practical,assessment_blueprint,faculty_id,device_name,mac_address,api_key,location,last_seen,is_active,email,phone_number,specialization,office_hours,bio,appointment_link,course_id,enrolled_at,academic_year_snapshot,is_current,semester_snapshot,final_percentage,result,attendance_exception,total_years,semesters_per_year,assessment_id,raw_score,instructor_remarks,is_flagged,is_absent,created_by_doctor_id,grade_type,score,university_id,is_claimed,action_type,path,details_json,start_time,end_time,rfid_uid,current_semester,academic_status,id_card_image_url,approval_status,emergency_contact_phone,personal_email,is_blacklisted,blacklist_reason,rejection_reason,rejected_at,rejected_by_id,approved_at,approved_by_id,user_id,user_email,user_role,user_name,user_avatar,priority,target_model,target_id,ip_address,is_locked,academic_year_start,academic_year_end,log_retention_days,current_year_start,system_logo_url,capability_name,granted_by,expires_at,password_hash,academic_password_hash,role,last_login,profile_image_url,token,target,token_type,is_used
academic_records,48.0,13.0,2021.0,2.0,76.44,18.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,49.0,13.0,2022.0,1.0,75.71,20.0,0.0,PROMOTED,,2022/2023,2.0,PROMOTED,2023-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,50.0,13.0,2022.0,2.0,65.0,20.0,0.0,PROMOTED,,2022/2023,2.0,PROMOTED,2023-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,51.0,14.0,2021.0,1.0,64.06,16.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,52.0,14.0,2021.0,2.0,60.03,17.0,1.0,CARRY_OVER,,2021/2022,1.0,CARRY_OVER,2022-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,53.0,14.0,2022.0,1.0,40.15,16.0,2.0,CARRY_OVER,,2022/2023,2.0,CARRY_OVER,2023-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,54.0,14.0,2022.0,2.0,56.42,16.0,0.0,REPEATER,,2022/2023,2.0,REPEATER,2023-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,55.0,15.0,2021.0,1.0,82.4,18.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,56.0,15.0,2021.0,2.0,89.58,19.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,57.0,16.0,2021.0,1.0,88.17,16.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,58.0,16.0,2021.0,2.0,82.91,15.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,59.0,18.0,2021.0,1.0,59.86,15.0,2.0,CARRY_OVER,,2021/2022,1.0,CARRY_OVER,2022-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,60.0,18.0,2021.0,2.0,57.83,17.0,2.0,CARRY_OVER,,2021/2022,1.0,CARRY_OVER,2022-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,61.0,18.0,2022.0,1.0,50.27,15.0,2.0,CARRY_OVER,,2022/2023,2.0,CARRY_OVER,2023-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,62.0,18.0,2022.0,2.0,65.0,15.0,0.0,PROMOTED,,2022/2023,2.0,PROMOTED,2023-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,63.0,19.0,2021.0,1.0,73.05,20.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,64.0,19.0,2021.0,2.0,59.91,16.0,1.0,CARRY_OVER,,2021/2022,1.0,CARRY_OVER,2022-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,65.0,19.0,2022.0,1.0,77.17,18.0,0.0,PROMOTED,,2022/2023,2.0,PROMOTED,2023-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,66.0,19.0,2022.0,2.0,79.82,16.0,0.0,PROMOTED,,2022/2023,2.0,PROMOTED,2023-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,67.0,19.0,2023.0,1.0,66.31,15.0,0.0,PROMOTED,,2023/2024,3.0,PROMOTED,2024-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,68.0,19.0,2023.0,2.0,55.92,15.0,2.0,CARRY_OVER,,2023/2024,3.0,CARRY_OVER,2024-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,69.0,19.0,2024.0,1.0,88.57,18.0,0.0,PROMOTED,,2024/2025,4.0,PROMOTED,2025-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,70.0,19.0,2024.0,2.0,72.42,16.0,0.0,PROMOTED,,2024/2025,4.0,PROMOTED,2025-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic_records,71.0,20.0,2021.0,1.0,95.29,16.0,0.0,PROMOTED,,2021/2022,1.0,PROMOTED,2022-01-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
