id,timestamp,session_id,user_id,user_email,user_role,user_name,user_avatar,action_type,priority,target_model,target_id,description,details_json,ip_address
24,2026-03-25T00:00:00,sess-cb7917d6df6a374a,137,std.seif97@student.edu.eg,student,Seif Abdallah,,LOGOUT,WARNING,Enrollment,25,System activity log entry,,192.168.1.67
25,2026-04-18T00:00:00,sess-5308f2b05e86ae2e,16,dr.ayman14@university.edu.eg,doctor,Ayman Hassan,,LOGOUT,NORMAL,Faculty,25,System activity log entry,,192.168.1.224
26,2026-01-30T00:00:00,sess-7a5c13538b63fe50,382,std.nour342@student.edu.eg,student,Nour Ismail,,LOGIN,NORMAL,Faculty,38,System activity log entry,,192.168.1.36
27,2025-10-22T00:00:00,sess-961597cf29b95987,428,std.heba388@student.edu.eg,student,Heba Gamal,,UPDATE,NORMAL,Session,58,System activity log entry,,192.168.1.53
28,2025-12-18T00:00:00,sess-14e63d475270821b,139,std.tarek99@student.edu.eg,student,Tarek Ismail,,UPDATE,WARNING,Session,6,System activity log entry,,192.168.1.14
29,2026-01-22T00:00:00,sess-a29c5e4195d7769e,47,std.nahla7@student.edu.eg,student,Nahla Morsi,,UPDATE,NORMAL,Faculty,12,System activity log entry,,192.168.1.179
30,2025-12-13T00:00:00,sess-c548d56688ddc21f,437,std.ahmed397@student.edu.eg,student,Ahmed Tawfik,,UPDATE,NORMAL,Doctor,85,System activity log entry,,192.168.1.126
31,2026-02-20T00:00:00,sess-bd80fe15bb2c5977,294,std.hassan254@student.edu.eg,student,Hassan Mohamed,,SYSTEM,NORMAL,Doctor,5,System activity log entry,,192.168.1.173
32,2026-04-21T00:00:00,sess-3b5a5b9be0e5bb32,268,std.khaled228@student.edu.eg,student,Khaled Abdallah,,LOGIN,NORMAL,Student,98,System activity log entry,,192.168.1.148
33,2026-01-01T00:00:00,sess-6c6719748769c151,235,std.heba195@student.edu.eg,student,Heba Khalil,,CREATE,NORMAL,Faculty,72,System activity log entry,,192.168.1.173
34,2026-04-05T00:00:00,sess-1a12bcdfbb4672cc,430,std.ghada390@student.edu.eg,student,Ghada Farouk,,LOGOUT,NORMAL,Doctor,74,System activity log entry,,192.168.1.249
35,2025-10-16T00:00:00,sess-340a2f5d974fbe64,300,std.tarek260@student.edu.eg,student,Tarek Abdel-Rahman,,CREATE,NORMAL,Course,14,System activity log entry,,192.168.1.197
36,2025-10-01T00:00:00,sess-7d91757aad2a4605,368,std.mona328@student.edu.eg,student,Mona Mahmoud,,LOGOUT,CAUTION,Doctor,97,System activity log entry,,192.168.1.207
37,2025-11-27T00:00:00,sess-c176a98d23451e10,297,std.hana257@student.edu.eg,student,Hana Mohamed,,LOGIN,NORMAL,Session,23,System activity log entry,,192.168.1.158
38,2025-12-28T00:00:00,sess-a1e7601004b3cb9e,210,std.mohamed170@student.edu.eg,student,Mohamed Saleh,,LOGOUT,CAUTION,Doctor,74,System activity log entry,,192.168.1.90
39,2026-04-25T00:00:00,sess-ae66a0c39ac548f9,2,admin@system.edu.eg,admin,System Admin,,LOGOUT,CAUTION,Faculty,57,System activity log entry,,192.168.1.58
40,2025-10-03T00:00:00,sess-35a9676a0f0f4e01,124,std.noura84@student.edu.eg,student,Noura Ismail,,LOGIN,NORMAL,Student,17,System activity log entry,,192.168.1.88
41,2026-02-20T00:00:00,sess-d639a6780808d1d9,363,std.ahmed323@student.edu.eg,student,Ahmed Tawfik,,LOGOUT,WARNING,Course,20,System activity log entry,,192.168.1.137
42,2026-03-28T00:00:00,sess-066dc67d4c6da657,182,std.nesma142@student.edu.eg,student,Nesma Nasser,,CREATE,NORMAL,Session,90,System activity log entry,,192.168.1.183
43,2025-10-02T00:00:00,sess-23cd8a5add64426d,28,eng.bassem6@university.edu.eg,engineer,Bassem Abdallah,,SYSTEM,NORMAL,Faculty,47,System activity log entry,,192.168.1.103
44,2026-04-15T00:00:00,sess-9c484a11364f8410,325,std.layla285@student.edu.eg,student,Layla Morsi,,LOGOUT,NORMAL,Session,50,System activity log entry,,192.168.1.139
45,2026-03-17T00:00:00,sess-4e7fe7cf42d3cef5,9,dr.mostafa7@university.edu.eg,doctor,Mostafa Mohamed,,CREATE,NORMAL,Session,58,System activity log entry,,192.168.1.51
46,2026-03-04T00:00:00,sess-023e92243d181847,332,std.ziad292@student.edu.eg,student,Ziad Saleh,,CREATE,NORMAL,Session,28,System activity log entry,,192.168.1.21
47,2026-01-04T00:00:00,sess-ac3f3496645ca085,356,std.hassan316@student.edu.eg,student,Hassan Hamdy,,DELETE,CAUTION,Enrollment,52,System activity log entry,,192.168.1.164
48,2026-04-15T00:00:00,sess-a4de0be340c35b5d,344,std.ghada304@student.edu.eg,student,Ghada Mansour,,SYSTEM,NORMAL,Faculty,24,System activity log entry,,192.168.1.80
49,2026-01-29T00:00:00,sess-0cf3081d403ef3a2,76,std.ahmed36@student.edu.eg,student,Ahmed Abdallah,,LOGIN,NORMAL,Faculty,42,System activity log entry,,192.168.1.202
50,2025-12-13T00:00:00,sess-004fba1ac7ac61d4,381,std.mohamed341@student.edu.eg,student,Mohamed Osman,,LOGIN,NORMAL,Course,88,System activity log entry,,192.168.1.191
51,2025-12-29T00:00:00,sess-54157c5e2ed90063,86,std.heba46@student.edu.eg,student,Heba Abdallah,,CREATE,NORMAL,Student,78,System activity log entry,,192.168.1.3
52,2026-02-18T00:00:00,sess-209a1950e6623542,155,std.ziad115@student.edu.eg,student,Ziad Mohamed,,CREATE,NORMAL,Enrollment,47,System activity log entry,,192.168.1.162
53,2025-10-24T00:00:00,sess-10a74318e95442af,144,std.layla104@student.edu.eg,student,Layla Tawfik,,LOGIN,NORMAL,Doctor,32,System activity log entry,,192.168.1.184
54,2026-01-16T00:00:00,sess-03e8659268569f23,140,std.ghada100@student.edu.eg,student,Ghada Ismail,,LOGOUT,WARNING,Session,43,System activity log entry,,192.168.1.100
55,2025-12-28T00:00:00,sess-8bd2851382d1dea7,224,std.mohamed184@student.edu.eg,student,Mohamed Tawfik,,SYSTEM,WARNING,Enrollment,41,System activity log entry,,192.168.1.159
56,2026-02-06T00:00:00,sess-acfca7470034ed6d,110,std.mahmoud70@student.edu.eg,student,Mahmoud Ali,,UPDATE,NORMAL,Faculty,68,System activity log entry,,192.168.1.104
57,2025-12-24T00:00:00,sess-cb74072b2afe30ae,305,std.nour265@student.edu.eg,student,Nour Saleh,,CREATE,CAUTION,Student,28,System activity log entry,,192.168.1.123
58,2025-12-06T00:00:00,sess-1153480cbf9d3459,207,std.mohamed167@student.edu.eg,student,Mohamed Osman,,LOGOUT,WARNING,Enrollment,53,System activity log entry,,192.168.1.182
59,2026-04-01T00:00:00,sess-8b34a7b2ddc254a7,258,std.khaled218@student.edu.eg,student,Khaled Khalil,,UPDATE,CAUTION,Enrollment,41,System activity log entry,,192.168.1.81
60,2025-10-01T00:00:00,sess-6a3616a98b767b28,384,std.ahmed344@student.edu.eg,student,Ahmed Morsi,,CREATE,NORMAL,Enrollment,8,System activity log entry,,192.168.1.99
61,2026-03-17T00:00:00,sess-6336b845afbb76d8,383,std.dina343@student.edu.eg,student,Dina Gamal,,LOGOUT,NORMAL,Doctor,69,System activity log entry,,192.168.1.113
62,2026-02-06T00:00:00,sess-04baae93dc792568,42,std.ali2@student.edu.eg,student,Ali Gamal,,SYSTEM,NORMAL,Faculty,3,System activity log entry,,192.168.1.126
63,2025-10-26T00:00:00,sess-3b9d7bd3cc396e49,360,std.sara320@student.edu.eg,student,Sara Shaker,,LOGOUT,NORMAL,Course,62,System activity log entry,,192.168.1.224
64,2025-10-19T00:00:00,sess-81f205ea0b89c09c,347,std.ziad307@student.edu.eg,student,Ziad Tawfik,,LOGOUT,CAUTION,Student,84,System activity log entry,,192.168.1.59
65,2026-01-08T00:00:00,sess-37901bb2a4284c44,31,eng.amr9@university.edu.eg,engineer,Amr Gamal,,LOGOUT,NORMAL,Course,87,System activity log entry,,192.168.1.158
66,2026-03-05T00:00:00,sess-8dcf7215c0cbe432,433,std.dina393@student.edu.eg,student,Dina Tawfik,,LOGOUT,NORMAL,Session,65,System activity log entry,,192.168.1.180
67,2026-04-27T00:00:00,sess-ba30b67aeacb676a,310,std.mona270@student.edu.eg,student,Mona Abdel-Rahman,,CREATE,NORMAL,Student,52,System activity log entry,,192.168.1.202
68,2026-04-17T00:00:00,sess-b52ae60a2b38e62d,141,std.ali101@student.edu.eg,student,Ali Nasser,,LOGOUT,NORMAL,Doctor,73,System activity log entry,,192.168.1.84
69,2025-12-11T00:00:00,sess-3f7a47f820c9e03d,135,std.dina95@student.edu.eg,student,Dina Ibrahim,,LOGOUT,CAUTION,Enrollment,82,System activity log entry,,192.168.1.140
70,2025-12-29T00:00:00,sess-3ae3ee44ef8910fd,427,std.ibrahim387@student.edu.eg,student,Ibrahim Abdel-Rahman,,UPDATE,WARNING,Session,69,System activity log entry,,192.168.1.74
71,2026-01-12T00:00:00,sess-6386db99124b9402,233,std.nour193@student.edu.eg,student,Nour Shaker,,CREATE,WARNING,Enrollment,2,System activity log entry,,192.168.1.35
72,2026-03-25T00:00:00,sess-0310b0c50ad3c602,401,std.amr361@student.edu.eg,student,Amr Khalil,,UPDATE,NORMAL,Session,87,System activity log entry,,192.168.1.106
73,2026-03-16T00:00:00,sess-a00757ec871cb9fe,248,std.amr208@student.edu.eg,student,Amr Farouk,,UPDATE,NORMAL,Course,44,System activity log entry,,192.168.1.39
74,2026-04-09T00:00:00,sess-0a2523381b9a6af5,175,std.layla135@student.edu.eg,student,Layla Saleh,,UPDATE,NORMAL,Course,43,System activity log entry,,192.168.1.51
75,2025-10-23T00:00:00,sess-dbe8a37d4dc5b388,393,std.sahar353@student.edu.eg,student,Sahar Morsi,,UPDATE,NORMAL,Enrollment,35,System activity log entry,,192.168.1.235
76,2026-04-09T00:00:00,sess-db784b76262e8744,133,std.nour93@student.edu.eg,student,Nour Ibrahim,,DELETE,CAUTION,Doctor,76,System activity log entry,,192.168.1.196
77,2025-11-08T00:00:00,sess-5e6bb8cb19782249,279,std.ayman239@student.edu.eg,student,Ayman Ali,,LOGIN,WARNING,Session,73,System activity log entry,,192.168.1.99
78,2025-12-19T00:00:00,sess-c0923664f1967706,78,std.mariam38@student.edu.eg,student,Mariam Morsi,,LOGIN,NORMAL,Faculty,65,System activity log entry,,192.168.1.134
79,2025-11-06T00:00:00,sess-d614fec4db89462f,273,std.ghada233@student.edu.eg,student,Ghada Ismail,,LOGIN,NORMAL,Course,33,System activity log entry,,192.168.1.87
80,2025-11-28T00:00:00,sess-2221ae0085229e57,188,std.ghada148@student.edu.eg,student,Ghada El-Sayed,,LOGIN,NORMAL,Doctor,11,System activity log entry,,192.168.1.186
81,2025-11-03T00:00:00,sess-a1d4750fdf6cc4a7,341,std.fatma301@student.edu.eg,student,Fatma Saleh,,LOGOUT,CAUTION,Session,11,System activity log entry,,192.168.1.66
82,2025-12-07T00:00:00,sess-d4b6b8f370e5e8d3,405,std.mahmoud365@student.edu.eg,student,Mahmoud Mansour,,UPDATE,CAUTION,Enrollment,62,System activity log entry,,192.168.1.25
83,2025-11-01T00:00:00,sess-4fdde31371b656ee,416,std.yasmin376@student.edu.eg,student,Yasmin Osman,,CREATE,NORMAL,Enrollment,77,System activity log entry,,192.168.1.128
84,2026-04-08T00:00:00,sess-5575452b82a588b3,187,std.wael147@student.edu.eg,student,Wael Tawfik,,CREATE,CAUTION,Course,64,System activity log entry,,192.168.1.156
85,2025-11-25T00:00:00,sess-19dc83a8dcc7f281,131,std.sahar91@student.edu.eg,student,Sahar Ismail,,LOGOUT,CAUTION,Faculty,58,System activity log entry,,192.168.1.53
86,2025-10-31T00:00:00,sess-9588262e17e1d079,352,std.amr312@student.edu.eg,student,Amr Ali,,CREATE,NORMAL,Faculty,52,System activity log entry,,192.168.1.4
87,2026-03-22T00:00:00,sess-905c97b964c38727,2,admin@system.edu.eg,admin,System Admin,,LOGIN,NORMAL,Enrollment,22,System activity log entry,,192.168.1.124
88,2026-04-21T00:00:00,sess-e105dd785f3734a0,285,std.amira245@student.edu.eg,student,Amira Khalil,,LOGIN,NORMAL,Session,51,System activity log entry,,192.168.1.9
89,2026-02-17T00:00:00,sess-fdce8df6e82b2e70,140,std.ghada100@student.edu.eg,student,Ghada Ismail,,CREATE,NORMAL,Student,20,System activity log entry,,192.168.1.248
90,2025-11-16T00:00:00,sess-b751415e596e9b55,134,std.sherif94@student.edu.eg,student,Sherif Ali,,LOGIN,NORMAL,Enrollment,45,System activity log entry,,192.168.1.237
91,2026-04-07T00:00:00,sess-924f8c3168d7d5f1,186,std.aya146@student.edu.eg,student,Aya Tawfik,,CREATE,NORMAL,Doctor,52,System activity log entry,,192.168.1.119
92,2026-02-11T00:00:00,sess-113f2b7e19bf69a2,219,std.ibrahim179@student.edu.eg,student,Ibrahim Hamdy,,UPDATE,NORMAL,Enrollment,39,System activity log entry,,192.168.1.46
93,2026-04-20T00:00:00,sess-1cd3410fabb3f2ae,222,std.omar182@student.edu.eg,student,Omar Hassan,,UPDATE,NORMAL,Session,26,System activity log entry,,192.168.1.106
94,2026-02-05T00:00:00,sess-36e3aa59b868e13e,129,std.ayman89@student.edu.eg,student,Ayman El-Sayed,,UPDATE,CAUTION,Session,85,System activity log entry,,192.168.1.155
95,2025-10-23T00:00:00,sess-f8d4a19040ca4b66,293,std.ahmed253@student.edu.eg,student,Ahmed Ibrahim,,LOGIN,NORMAL,Doctor,24,System activity log entry,,192.168.1.111
96,2025-11-27T00:00:00,sess-4a2039883146f81d,157,std.mostafa117@student.edu.eg,student,Mostafa Saleh,,CREATE,WARNING,Doctor,60,System activity log entry,,192.168.1.2
97,2025-10-30T00:00:00,sess-4e37114c70732022,61,std.aya21@student.edu.eg,student,Aya Abdel-Rahman,,CREATE,NORMAL,Session,88,System activity log entry,,192.168.1.141
98,2026-04-12T00:00:00,sess-b824192917837989,216,std.nourhan176@student.edu.eg,student,Nourhan Hassan,,CREATE,NORMAL,Doctor,36,System activity log entry,,192.168.1.70
99,2025-10-14T00:00:00,sess-cd17486f07ef150e,255,std.yasmin215@student.edu.eg,student,Yasmin Hamdy,,LOGIN,CRITICAL,Enrollment,82,System activity log entry,,192.168.1.68
100,2026-04-09T00:00:00,sess-bf45e1efa4e6d13a,227,std.aya187@student.edu.eg,student,Aya Ibrahim,,LOGOUT,NORMAL,Session,35,System activity log entry,,192.168.1.174
101,2026-04-10T00:00:00,sess-2084e8d6f2961add,426,std.ahmed386@student.edu.eg,student,Ahmed Abdel-Rahman,,UPDATE,NORMAL,Session,69,System activity log entry,,192.168.1.96
102,2026-02-26T00:00:00,sess-d5b00925e611a6ef,207,std.mohamed167@student.edu.eg,student,Mohamed Osman,,CREATE,NORMAL,Session,50,System activity log entry,,192.168.1.56
103,2026-04-26T00:00:00,sess-9eab6802713d8814,91,std.youssef51@student.edu.eg,student,Youssef Ismail,,CREATE,NORMAL,Faculty,89,System activity log entry,,192.168.1.252
104,2026-01-09T00:00:00,sess-75d798d63efca937,404,std.nourhan364@student.edu.eg,student,Nourhan Abdallah,,UPDATE,NORMAL,Student,7,System activity log entry,,192.168.1.225
105,2025-10-06T00:00:00,sess-c1a6b7f09e814ddd,46,std.karim6@student.edu.eg,student,Karim Farouk,,SYSTEM,NORMAL,Student,55,System activity log entry,,192.168.1.23
106,2025-12-04T00:00:00,sess-df7f5137a6f64ca6,135,std.dina95@student.edu.eg,student,Dina Ibrahim,,SYSTEM,NORMAL,Student,93,System activity log entry,,192.168.1.104
107,2026-01-29T00:00:00,sess-f6ab754bcc80bdbd,271,std.mahmoud231@student.edu.eg,student,Mahmoud Khalil,,DELETE,NORMAL,Doctor,33,System activity log entry,,192.168.1.94
108,2026-03-15T00:00:00,sess-399b5d8181f56a36,307,std.ghada267@student.edu.eg,student,Ghada Farouk,,CREATE,NORMAL,Session,97,System activity log entry,,192.168.1.104
109,2026-03-14T00:00:00,sess-f87e19264e2e96d2,433,std.dina393@student.edu.eg,student,Dina Tawfik,,LOGOUT,CRITICAL,Faculty,60,System activity log entry,,192.168.1.55
110,2025-12-24T00:00:00,sess-45aeeccaab172666,222,std.omar182@student.edu.eg,student,Omar Hassan,,CREATE,NORMAL,Faculty,32,System activity log entry,,192.168.1.190
111,2026-01-18T00:00:00,sess-1252eeea23f5ddc4,43,std.amr3@student.edu.eg,student,Amr Osman,,UPDATE,NORMAL,Doctor,81,System activity log entry,,192.168.1.228
112,2026-01-20T00:00:00,sess-a5f03a5c7483330d,191,std.sherif151@student.edu.eg,student,Sherif Hamdy,,UPDATE,NORMAL,Enrollment,22,System activity log entry,,192.168.1.234
113,2025-12-31T00:00:00,sess-70ead14bf6764dcb,126,std.youssef86@student.edu.eg,student,Youssef Hassan,,DELETE,NORMAL,Session,78,System activity log entry,,192.168.1.92
114,2025-10-24T00:00:00,sess-28aed42565026a2b,111,std.sherif71@student.edu.eg,student,Sherif Abdallah,,UPDATE,NORMAL,Session,5,System activity log entry,,192.168.1.146
115,2025-10-15T00:00:00,sess-8f25d21738325e54,122,std.layla82@student.edu.eg,student,Layla Saleh,,UPDATE,CRITICAL,Faculty,31,System activity log entry,,192.168.1.135
116,2025-10-27T00:00:00,sess-fbcc4670ecf92cf4,425,std.sahar385@student.edu.eg,student,Sahar Mahmoud,,UPDATE,WARNING,Session,54,System activity log entry,,192.168.1.199
117,2026-04-19T00:00:00,sess-25ffaa235737e204,271,std.mahmoud231@student.edu.eg,student,Mahmoud Khalil,,LOGOUT,CRITICAL,Faculty,2,System activity log entry,,192.168.1.212
118,2026-04-14T00:00:00,sess-e23b5fa34e5a8a80,363,std.ahmed323@student.edu.eg,student,Ahmed Tawfik,,LOGOUT,NORMAL,Faculty,45,System activity log entry,,192.168.1.201
119,2026-03-03T00:00:00,sess-56d72ba6cc1f1748,181,std.amr141@student.edu.eg,student,Amr Hamdy,,LOGOUT,NORMAL,Faculty,48,System activity log entry,,192.168.1.148
120,2026-01-03T00:00:00,sess-e5c2ce3611a15783,93,std.aya53@student.edu.eg,student,Aya Nasser,,DELETE,CRITICAL,Faculty,71,System activity log entry,,192.168.1.214
121,2026-02-23T00:00:00,sess-50887b0d3641cfd8,159,std.hassan119@student.edu.eg,student,Hassan Nasser,,LOGOUT,CRITICAL,Course,100,System activity log entry,,192.168.1.116
122,2026-01-23T00:00:00,sess-e5ae689140dbefb4,221,std.salma181@student.edu.eg,student,Salma Hamdy,,LOGOUT,WARNING,Faculty,14,System activity log entry,,192.168.1.128
123,2025-10-13T00:00:00,sess-aef26f3f7869029d,327,std.aya287@student.edu.eg,student,Aya Morsi,,LOGIN,CAUTION,Faculty,85,System activity log entry,,192.168.1.124
124,2026-04-14T00:00:00,sess-0226fa95b26ad1ff,359,std.heba319@student.edu.eg,student,Heba Mohamed,,LOGIN,WARNING,Doctor,72,System activity log entry,,192.168.1.83
125,2025-11-10T00:00:00,sess-b51d00a94db4a392,393,std.sahar353@student.edu.eg,student,Sahar Morsi,,LOGOUT,CAUTION,Enrollment,70,System activity log entry,,192.168.1.90
126,2026-03-23T00:00:00,sess-abf623bfda0a3d4d,331,std.nourhan291@student.edu.eg,student,Nourhan Ismail,,LOGIN,NORMAL,Course,74,System activity log entry,,192.168.1.111
127,2026-02-05T00:00:00,sess-3ca4d21c49232e92,125,std.wael85@student.edu.eg,student,Wael Shaker,,CREATE,WARNING,Doctor,99,System activity log entry,,192.168.1.116
128,2026-01-12T00:00:00,sess-d88652e5cc601c7e,222,std.omar182@student.edu.eg,student,Omar Hassan,,LOGIN,NORMAL,Student,33,System activity log entry,,192.168.1.119
129,2026-02-21T00:00:00,sess-d4c17016fb517e3c,332,std.ziad292@student.edu.eg,student,Ziad Saleh,,CREATE,CAUTION,Doctor,68,System activity log entry,,192.168.1.115
130,2025-10-23T00:00:00,sess-e903935d6f0ec3ac,340,std.mona300@student.edu.eg,student,Mona El-Sayed,,LOGOUT,CAUTION,Doctor,75,System activity log entry,,192.168.1.195
131,2026-02-20T00:00:00,sess-96e900929b9cc6c4,6,dr.noura4@university.edu.eg,doctor,Noura Ismail,,LOGIN,NORMAL,Session,81,System activity log entry,,192.168.1.250
132,2025-11-04T00:00:00,sess-e2c8dd12e94b21e8,331,std.nourhan291@student.edu.eg,student,Nourhan Ismail,,UPDATE,NORMAL,Enrollment,42,System activity log entry,,192.168.1.127
133,2025-12-02T00:00:00,sess-aef348f64446f622,257,std.yasmin217@student.edu.eg,student,Yasmin Gamal,,LOGOUT,NORMAL,Student,7,System activity log entry,,192.168.1.227
134,2025-12-26T00:00:00,sess-b5841049e98ca0e0,181,std.amr141@student.edu.eg,student,Amr Hamdy,,LOGIN,NORMAL,Course,33,System activity log entry,,192.168.1.205
135,2025-11-15T00:00:00,sess-aeb40e57cdb33244,130,std.mostafa90@student.edu.eg,student,Mostafa El-Sayed,,LOGIN,WARNING,Faculty,53,System activity log entry,,192.168.1.96
136,2025-10-26T00:00:00,sess-df7f24987528809c,322,std.seif282@student.edu.eg,student,Seif Ibrahim,,CREATE,CAUTION,Doctor,86,System activity log entry,,192.168.1.152
137,2026-04-02T00:00:00,sess-aed2aa963b7afcbe,355,std.fatma315@student.edu.eg,student,Fatma Osman,,CREATE,NORMAL,Doctor,84,System activity log entry,,192.168.1.200
138,2025-12-15T00:00:00,sess-36f3fcac3096d82d,427,std.ibrahim387@student.edu.eg,student,Ibrahim Abdel-Rahman,,UPDATE,NORMAL,Faculty,1,System activity log entry,,192.168.1.161
139,2026-01-31T00:00:00,sess-55fd0a689b21f87b,248,std.amr208@student.edu.eg,student,Amr Farouk,,LOGOUT,NORMAL,Doctor,31,System activity log entry,,192.168.1.248
140,2025-11-09T00:00:00,sess-ad31db000ad089fa,428,std.heba388@student.edu.eg,student,Heba Gamal,,CREATE,NORMAL,Course,33,System activity log entry,,192.168.1.117
141,2025-12-24T00:00:00,sess-f0984085c5ba9878,167,std.seif127@student.edu.eg,student,Seif Nasser,,LOGIN,CAUTION,Doctor,71,System activity log entry,,192.168.1.125
142,2026-01-18T00:00:00,sess-3f969b2715dcd6d6,22,dr.heba20@university.edu.eg,doctor,Heba Gamal,,UPDATE,NORMAL,Session,30,System activity log entry,,192.168.1.5
143,2026-01-03T00:00:00,sess-ee3fb7f783d75dcc,323,std.ibrahim283@student.edu.eg,student,Ibrahim Khalil,,LOGOUT,NORMAL,Session,34,System activity log entry,,192.168.1.106
144,2026-02-13T00:00:00,sess-64453cab68fe26b3,384,std.ahmed344@student.edu.eg,student,Ahmed Morsi,,UPDATE,NORMAL,Course,37,System activity log entry,,192.168.1.101
145,2026-01-02T00:00:00,sess-5d06a165d5a32e09,397,std.hassan357@student.edu.eg,student,Hassan Tawfik,,LOGIN,CAUTION,Course,58,System activity log entry,,192.168.1.238
146,2025-10-09T00:00:00,sess-4c6a9ea7f5324678,230,std.fatma190@student.edu.eg,student,Fatma Ibrahim,,LOGIN,CRITICAL,Session,73,System activity log entry,,192.168.1.191
147,2025-10-24T00:00:00,sess-1720b01a31596d6b,241,std.mostafa201@student.edu.eg,student,Mostafa Abdallah,,CREATE,CRITICAL,Student,88,System activity log entry,,192.168.1.89
148,2026-01-01T00:00:00,sess-83632d41d8e125ee,370,std.ali330@student.edu.eg,student,Ali Osman,,LOGIN,NORMAL,Doctor,45,System activity log entry,,192.168.1.181
